Villages	Year	Avg_Temp_C	Avg_Humidity_Percent	Soil_Type	Soil_pH	Crop_Name	Crop_Season	Soil_N_kg_ha	Soil_P_kg_ha	Soil_K_kg_ha	Rainfall_mm	Yield_kg_ha	Fertilizer_Type	Fertilizer_Quantity_kg_ha	Farm_Area_ha
Chaupale	2024	34.7	39.7	Light Black Soil	7.471223833	Onion	Summer	202.8	21.8	319	0	24367	UREA + 19:19:19	155	1.37
Chhadwel K	2024	32.6	34.7	Mixed Soil	7.393656277	Onion	Summer	224.4	22.9	484.9	0	22684	UREA + 19:19:19	149	4.59
Chhail	2024	33.2	33.6	Light Black Soil	7.780764543	Summer Maize	Summer	129.4	23.9	347.6	0	3116	DAP	199	4.6
Chhavadi	2024	33.8	34.6	Light Black Soil	7.917688208	Summer Maize	Summer	151.6	16.9	494	0	3486	DAP	237	3.53
Chikase	2024	33	39.8	Light Black Soil	7.909669139	Summer Maize	Summer	198.5	14.9	390	0	2572	DAP	248	2.36
Chinchkhede	2024	34.3	30.2	Light Black Soil	7.823900437	Summer Maize	Summer	212.3	21.6	348.1	0	3315	DAP	211	1.68
Chinchpada	2024	34.1	39.2	Light Black Soil	7.713625317	Summer Maize	Summer	148	11.1	238.7	0	3345	DAP	269	2.4
Chipalipada	2024	33.6	32.4	Light Black Soil	7.267311972	Onion	Summer	125.6	12.3	241.6	0	26322	UREA + 19:19:19	261	3.9
Chorwad	2024	33.5	38.3	Light Black Soil	7.329302971	Onion	Summer	228.2	12.7	303.7	0	22523	UREA + 19:19:19	205	4.59
Dahiwel	2024	35.5	31.5	Light Black Soil	7.918843351	Summer Maize	Summer	279.4	17.1	400.3	0	3474	DAP	236	4.55
Dangshirwade	2024	32.8	34.3	Light Black Soil	7.685143248	Summer Maize	Summer	134.5	12.9	212.3	0	2677	DAP	259	4.12
Dapur	2024	34.6	36.8	Light Black Soil	7.207357641	Onion	Summer	133.8	14.2	253.1	0	22113	UREA + 19:19:19	233	3.57
Daregaon	2024	33.4	37.3	Light Black Soil	7.281177234	Onion	Summer	117.7	11.8	338.2	0	28624	UREA + 19:19:19	281	1.34
Darkhel	2024	35.3	36.9	Light Black Soil	7.730801415	Summer Maize	Summer	141.3	15.5	351	0	3506	DAP	245	1.65
Datarti	2024	34	38.6	Light Black Soil	7.204049267	Onion	Summer	238.1	10.6	439.8	0	20332	UREA + 19:19:19	217	4.59
Degaon	2024	33.4	30.3	Light Black Soil	7.328646441	Onion	Summer	225.6	11.2	462.1	0	22584	UREA + 19:19:19	213	3.43
Deshshirwade	2024	34.8	30.3	Light Black Soil	7.638987031	Summer Maize	Summer	284.2	10.9	283.1	0	2834	DAP	270	1.04
Devjipada	2024	35.2	37.8	Light Black Soil	7.753516158	Summer Maize	Summer	261.2	21.2	255.4	0	2907	DAP	213	1.41
Devli Pada	2024	33.7	32.6	Light Black Soil	7.721569008	Summer Maize	Summer	141.9	15.6	345.4	0	2877	DAP	244	3.65
Dhadane	2024	34.4	34.3	Light Black Soil	7.379415448	Onion	Summer	223.7	15.5	338.8	0	20800	UREA + 19:19:19	190	1.02
Dhamandhar	2024	34.8	32	Light Black Soil	7.769743377	Summer Maize	Summer	249.5	10.6	275.7	0	3147	DAP	272	1.64
Dhamnar	2024	33.5	34.9	Light Black Soil	7.38979927	Onion	Summer	242.7	23.4	353.5	0	27234	UREA + 19:19:19	146	3.19
Dhaner	2024	34.1	39.8	Light Black Soil	7.460319759	Onion	Summer	206.4	11.6	334.2	0	26025	UREA + 19:19:19	211	3.77
Dhangai	2024	34.4	30.1	Light Black Soil	7.797193124	Summer Maize	Summer	206.5	13.6	280.8	0	3421	DAP	255	3.61
Dhavali Vihir	2024	33.4	36.2	Light Black Soil	7.719706319	Summer Maize	Summer	175.5	10.3	296.6	0	2664	DAP	273	1.9
Dholipada	2024	34.2	34.3	Light Black Soil	7.879378728	Summer Maize	Summer	142.3	14.9	235.9	0	3778	DAP	248	3.85
Dhongade Digar	2024	32.5	35.9	Mixed Soil	7.917941917	Summer Maize	Summer	278.1	18.9	403.7	0	3633	DAP	226	1.95
Dighawe	2024	33.1	30.6	Light Black Soil	7.654646883	Summer Maize	Summer	257.8	17.5	226.1	0	3591	DAP	234	2.3
Domkani	2024	34.7	32.5	Light Black Soil	7.274939814	Onion	Summer	207.4	18.8	423.6	0	28101	UREA + 19:19:19	172	3.99
Dongarpada	2024	34.4	39.9	Light Black Soil	7.494172642	Onion	Summer	186.3	11.9	285.1	0	29154	UREA + 19:19:19	210	3.6
Dusane	2024	32.6	36.4	Light Black Soil	7.412161894	Onion	Summer	172.6	19.7	371.2	0	25425	UREA + 19:19:19	167	4.4
Ganeshpur	2024	35.2	31.5	Light Black Soil	7.395191715	Onion	Summer	171.2	24.8	381.7	0	22123	UREA + 19:19:19	139	3.63
Gangapur	2024	33.9	37.5	Light Black Soil	7.978408444	Summer Maize	Summer	147.4	11.5	245.9	0	3349	DAP	267	3.27
Gartad	2024	35.4	38.9	Light Black Soil	7.51447818	Onion	Summer	149.2	12.4	256	0	27332	UREA + 19:19:19	209	1.37
Gavhanipada	2024	34.1	33.5	Light Black Soil	7.913637244	Summer Maize	Summer	157	12.6	469	0	3505	DAP	261	2.47
Ghanegaon	2024	32.8	31.5	Light Black Soil	7.704910901	Summer Maize	Summer	116	17.9	323.1	0	3227	DAP	240	2.06
Ghodade	2024	34.3	32.7	Light Black Soil	7.835849043	Summer Maize	Summer	296.5	11.7	319.4	0	2648	DAP	266	1.98
Gondas	2024	35.4	33.8	Light Black Soil	7.602109674	Summer Maize	Summer	293.9	23	445.1	0	3035	DAP	204	4.89
Gulnare	2024	34.7	32.2	Light Black Soil	7.661523108	Summer Maize	Summer	151.6	12.6	400.6	0	3739	DAP	261	2.57
Hanumantpada	2024	34.9	38.8	Light Black Soil	7.594014155	Onion	Summer	285.9	18.4	371.5	0	25811	UREA + 19:19:19	174	4.57
Hatti Bk	2024	33.7	32.3	Mixed Soil	7.131913079	Onion	Summer	156	21.5	256.1	0	25368	UREA + 19:19:19	157	3.52
Hatti Kh	2024	34.1	37.4	Mixed Soil	8.028168596	Summer Maize	Summer	164.7	16.4	352.3	0	2904	DAP	240	4.18
Hodadane	2024	32.8	30.5	Light Black Soil	7.42461789	Onion	Summer	148.5	11.7	383.2	0	23737	UREA + 19:19:19	214	3.01
Ichchapur	2024	33.4	35.4	Light Black Soil	7.219452773	Onion	Summer	157.7	18.7	246.3	0	28795	UREA + 19:19:19	172	3.31
Indawe	2024	33.2	32.6	Light Black Soil	7.716377837	Summer Maize	Summer	196.2	18	215.5	0	3413	DAP	231	2.97
Isarde	2024	35	39.9	Light Black Soil	7.341688544	Onion	Summer	167.3	12	219	0	27759	UREA + 19:19:19	209	1.78
Jaitane	2024	34.7	30.4	Light Black Soil	7.952366867	Summer Maize	Summer	298	14.8	443	0	3142	DAP	249	3.89
Jamade	2024	33.8	31	Light Black Soil	7.963142862	Summer Maize	Summer	150.9	20.2	428.1	0	3367	DAP	219	2.12
Jambhore	2024	34.6	34.6	Light Black Soil	7.931891512	Summer Maize	Summer	219.1	17.1	323.6	0	2878	DAP	236	1.1
Jamkhel	2024	33.8	37.1	Light Black Soil	7.49612696	Onion	Summer	169.8	23.9	449.2	0	26972	UREA + 19:19:19	144	3.58
Jamki	2024	34.8	33.6	Light Black Soil	7.212365293	Onion	Summer	293	11.9	419.3	0	24305	UREA + 19:19:19	210	1.71
Jayramnagar	2024	35.1	38.3	Light Black Soil	7.94265485	Summer Maize	Summer	287.7	12.7	219.9	0	3126	DAP	260	4.76
Jebapur	2024	34.8	36.7	Light Black Soil	7.542547319	Onion	Summer	248.2	18.6	452.5	0	26433	UREA + 19:19:19	173	4.82
Jirapur	2024	35.4	33.3	Light Black Soil	7.973323855	Summer Maize	Summer	128	21.9	260.5	0	3758	DAP	210	4.66
Kadre	2024	33.5	32.6	Light Black Soil	7.970895982	Summer Maize	Summer	132.7	12.5	444.4	0	2642	DAP	261	2.48
Kadupada	2024	34.7	33.7	Light Black Soil	7.882407564	Summer Maize	Summer	233	17.8	307.6	0	3616	DAP	232	1.06
Kadyale	2024	34.6	36.1	Light Black Soil	7.435559114	Onion	Summer	275.4	15.9	445	0	23007	UREA + 19:19:19	188	4.71
Kailasnagar	2024	35.1	34.1	Light Black Soil	7.508078183	Onion	Summer	187.8	15.7	338.8	0	24462	UREA + 19:19:19	189	2.71
Kakani	2024	33.6	32.2	Light Black Soil	7.880909337	Summer Maize	Summer	160.3	21.2	350.8	0	2588	DAP	213	4.87
Kakarde	2024	33.5	37.3	Light Black Soil	7.453537604	Onion	Summer	146.4	23.5	315.2	0	23090	UREA + 19:19:19	154	4.85
Kaksewad	2024	34.3	30.4	Light Black Soil	7.335594197	Onion	Summer	208.7	23.6	387.3	0	25025	UREA + 19:19:19	145	4.41
Kalamba	2024	35.1	32.8	Light Black Soil	7.64544101	Summer Maize	Summer	123.4	24.1	388.3	0	2632	DAP	197	2.18
Kalambhir	2024	34.7	38.9	Light Black Soil	7.948923819	Summer Maize	Summer	167	12.1	438.2	0	3189	DAP	263	2.54
Kalgaon	2024	33.5	36.9	Light Black Soil	7.756823837	Summer Maize	Summer	224	18	468.2	0	3747	DAP	231	4.4
Kaltek	2024	33.1	31.6	Light Black Soil	7.656048936	Summer Maize	Summer	257.7	12.3	293.5	0	2695	DAP	262	2.27
Karanjati	2024	33.1	36.4	Light Black Soil	7.277741195	Onion	Summer	149.7	21.2	210.1	0	27539	UREA + 19:19:19	159	1.68
Kasare	2024	34.6	32.6	Light Black Soil	7.692005781	Summer Maize	Summer	214	21.4	463	0	3084	DAP	212	3.23
Kawathe	2024	34.9	33.1	Light Black Soil	7.99204308	Summer Maize	Summer	168.4	22.3	233.2	0	3399	DAP	207	4.74
Khairkhunda	2024	33.7	30	Light Black Soil	7.312067212	Onion	Summer	269.3	11.9	319.2	0	22698	UREA + 19:19:19	210	3.78
Khandbare	2024	33.5	35.2	Light Black Soil	7.614663722	Summer Maize	Summer	259.5	12.2	268.8	0	2764	DAP	263	3.28
Kharadbari	2024	33.9	36	Light Black Soil	7.901898458	Summer Maize	Summer	244.5	20.8	392.3	0	2765	DAP	216	1.39
Khargaon	2024	33.8	36	Light Black Soil	7.792614894	Summer Maize	Summer	238.8	18.1	275.5	0	2650	DAP	230	3.46
Khatyal	2024	33	38.4	Light Black Soil	7.757612593	Summer Maize	Summer	169.1	12.7	472.5	0	2798	DAP	260	4.96
Khori	2024	33	33.3	Light Black Soil	7.761987267	Summer Maize	Summer	216.7	16	338.6	0	3410	DAP	242	1.56
Khudane	2024	35.1	32.4	Light Black Soil	7.487592921	Onion	Summer	289.5	12.3	375.9	0	28664	UREA + 19:19:19	207	3.07
Kirwade	2024	34	40	Light Black Soil	7.434873475	Onion	Summer	201.2	19.2	205.4	0	28016	UREA + 19:19:19	169	4.51
Kokale	2024	34.6	32	Light Black Soil	7.847488924	Summer Maize	Summer	274.4	24	369.5	0	3437	DAP	198	3.96
Kokangaon	2024	34.8	33.3	Light Black Soil	7.848090716	Summer Maize	Summer	239.3	23.8	412.2	0	2701	DAP	199	3.79
Korde	2024	34.9	39.5	Light Black Soil	7.893657855	Summer Maize	Summer	130.5	18.6	382	0	2930	DAP	228	3.81
Kudashi	2024	34.7	34.2	Light Black Soil	7.930592442	Summer Maize	Summer	184.8	21	480.3	0	2957	DAP	214	2.44
Kuher	2024	33.8	32.1	Light Black Soil	7.609073919	Summer Maize	Summer	285.1	16.8	234	0	2880	DAP	238	2.17
Kuruswade	2024	34.9	34.5	Light Black Soil	7.601213036	Summer Maize	Summer	297	22.6	237.4	0	3219	DAP	206	4.24
Kuttarkhamb	2024	32.6	40	Light Black Soil	7.838636143	Summer Maize	Summer	284.2	23	355.7	0	3246	DAP	204	4.24
Kuttarmare	2024	32.6	39.5	Light Black Soil	7.719971145	Summer Maize	Summer	218.3	16	216.4	0	3017	DAP	242	4.47
Lagalwal	2024	35.4	30.5	Light Black Soil	7.761573502	Summer Maize	Summer	167	22	201.4	0	3013	DAP	209	4.65
Lakhale	2024	34.8	37.9	Light Black Soil	7.836634136	Summer Maize	Summer	166.7	16	361.2	0	3621	DAP	242	3.05
Lavhartodi	2024	34.5	30.7	Light Black Soil	7.912004273	Summer Maize	Summer	284	15.2	304.1	0	3570	DAP	246	3.01
Lonkhede	2024	34.7	35.8	Light Black Soil	7.470396125	Onion	Summer	247.5	16.8	267.4	0	23155	UREA + 19:19:19	183	4.19
Machmal	2024	32.9	32.9	Light Black Soil	7.500466362	Onion	Summer	190.5	12.1	252.9	0	28972	UREA + 19:19:19	208	3.6
Mahir	2024	34.4	30.6	Light Black Soil	7.275185552	Onion	Summer	199.7	16.3	474.5	0	29347	UREA + 19:19:19	185	3.81
Mahuband	2024	33.9	31.5	Light Black Soil	7.662624113	Summer Maize	Summer	172.5	18.7	389.7	0	2978	DAP	227	4.18
Maindane	2024	33.1	36.5	Light Black Soil	7.228753819	Onion	Summer	102.6	20	253.4	0	23602	UREA + 19:19:19	269	4.56
Malangaon	2024	34.6	32	Light Black Soil	7.572478415	Onion	Summer	292.2	12.2	324.4	0	25054	UREA + 19:19:19	208	2.35
Malanjan	2024	34	35.8	Light Black Soil	7.634115708	Summer Maize	Summer	117.1	25	350.7	0	3765	DAP	199	2.5
Malgaon Pr Warse	2024	34.7	30	Mixed Soil	7.287120129	Onion	Summer	219.1	11	425	0	28613	UREA + 19:19:19	214	1.38
Malkhede	2024	32.7	35.9	Light Black Soil	7.672666608	Summer Maize	Summer	142	23.5	261.5	0	2691	DAP	201	3.31
Malpur	2024	34.5	32.3	Light Black Soil	7.2244002	Onion	Summer	138.1	10.5	341.6	0	23970	UREA + 19:19:19	243	1.14
Malyachapada	2024	32.5	30.2	Light Black Soil	7.229878551	Onion	Summer	213	11	432.7	0	25512	UREA + 19:19:19	214	2.86
Mandane	2024	35.5	30.6	Light Black Soil	7.858080449	Summer Maize	Summer	190.7	17.9	332.2	0	3204	DAP	232	3.17
Manjari	2024	34	34	Light Black Soil	7.488152513	Onion	Summer	180.2	18.4	246.6	0	22061	UREA + 19:19:19	174	2.15
Mapalgaon	2024	35.3	39.8	Light Black Soil	7.30164841	Onion	Summer	136.4	22.9	483.8	0	28445	UREA + 19:19:19	179	3.36
Mavajipada	2024	33.8	39.6	Mixed Soil	7.687813542	Summer Maize	Summer	174.7	14.1	393.2	0	3426	DAP	252	1.12
Mhasale	2024	34.5	30.9	Light Black Soil	7.815994842	Summer Maize	Summer	181.7	10.4	246.8	0	3633	DAP	273	1.15
Mhasdi Pr Ner	2024	34.6	30.1	Mixed Soil	7.166895747	Onion	Summer	243.2	19.9	208.1	0	28444	UREA + 19:19:19	166	4.29
Mhasdi Pr Pimpalner	2024	35.2	38.5	Mixed Soil	7.858913809	Summer Maize	Summer	144.4	13.5	401.6	0	3518	DAP	256	2.44
Mohagaon	2024	33.1	30.1	Light Black Soil	7.268277972	Onion	Summer	103.9	11.6	440	0	24416	UREA + 19:19:19	313	1.51
Mohane	2024	35.4	37.1	Light Black Soil	7.241345377	Onion	Summer	135.7	19.8	271.5	0	26061	UREA + 19:19:19	198	3.09
Nadse	2024	32.6	37.2	Light Black Soil	7.625083705	Summer Maize	Summer	119.9	13.6	416.7	0	2765	DAP	255	4.08
Nagaziri	2024	34.3	39.8	Light Black Soil	7.632508097	Summer Maize	Summer	271.1	22.5	319.2	0	3422	DAP	206	1.86
Nagpur	2024	34.3	33	Light Black Soil	7.709943921	Summer Maize	Summer	233.6	13.1	287.9	0	2789	DAP	258	3.49
Nandarakhi	2024	33.4	34.1	Light Black Soil	7.780873067	Summer Maize	Summer	279.3	10.2	225.7	0	3448	DAP	274	1.34
Nandwan	2024	33.7	38	Light Black Soil	7.980681664	Summer Maize	Summer	141.6	10.4	254.4	0	2854	DAP	273	1.21
Nawadane	2024	34.7	35.5	Light Black Soil	7.613040279	Summer Maize	Summer	216.6	16.3	467.8	0	2710	DAP	240	3.13
Nawapada	2024	34.6	32.1	Light Black Soil	7.458365178	Onion	Summer	263.5	15.1	277.8	0	21787	UREA + 19:19:19	192	3.16
Nawenagar	2024	34.8	38.1	Light Black Soil	7.836148956	Summer Maize	Summer	175.9	18.9	280.4	0	2563	DAP	226	3.55
Nijampur	2024	35	32.4	Mixed Soil	7.260414827	Onion	Summer	224.8	16.1	365.6	0	27100	UREA + 19:19:19	186	3.9
Nilgavhan	2024	33	32.8	Light Black Soil	7.551177137	Onion	Summer	187.2	14.4	484.5	0	27231	UREA + 19:19:19	196	4.9
Ozarade	2024	34.2	36.8	Light Black Soil	7.262765105	Onion	Summer	252.7	12.1	460.5	0	25143	UREA + 19:19:19	208	3.07
Pachale	2024	33.5	36.7	Light Black Soil	7.220280595	Onion	Summer	197.5	23.4	440	0	21749	UREA + 19:19:19	146	2.29
Panchmauli	2024	34.5	33.2	Light Black Soil	7.970118732	Summer Maize	Summer	185	10.3	280.6	0	2667	DAP	273	4.18
Pangan	2024	35.1	32	Light Black Soil	7.868784096	Summer Maize	Summer	208.3	19.5	277.4	0	2584	DAP	223	2.08
Panhalipada	2024	32.9	30.1	Light Black Soil	7.756779365	Summer Maize	Summer	127.9	22.5	495.3	0	2772	DAP	206	2.76
Pankheda	2024	35.1	38.6	Light Black Soil	7.527162356	Onion	Summer	205.1	12.6	281.7	0	28752	UREA + 19:19:19	206	1.31
Pargaon	2024	33.7	33.4	Light Black Soil	7.338635456	Onion	Summer	103.7	23.7	235.3	0	22519	UREA + 19:19:19	247	1.1
Perejpur	2024	33.9	34.9	Light Black Soil	7.325149634	Onion	Summer	215.3	14.1	366.3	0	23601	UREA + 19:19:19	197	4.85
Petale	2024	33.4	39.3	Light Black Soil	7.400194319	Onion	Summer	230.3	22.4	261.9	0	21211	UREA + 19:19:19	152	4.34
Phophade	2024	33	31.4	Light Black Soil	7.639381332	Summer Maize	Summer	102.2	12.1	470	0	2845	DAP	303	3.78
Phophare	2024	33.9	33.4	Light Black Soil	7.771676738	Summer Maize	Summer	274.8	19	380.2	0	3225	DAP	226	2.64
Pimpalgaon	2024	32.8	31.5	Light Black Soil	7.728157901	Summer Maize	Summer	233	12.6	474.3	0	3338	DAP	261	1.69
Pimpalgaon Kh	2024	32.8	33.3	Mixed Soil	7.275887625	Onion	Summer	183.8	15.7	355.7	0	22555	UREA + 19:19:19	189	1.63
Pimpalner	2024	34.6	39.7	Light Black Soil	7.963892225	Summer Maize	Summer	109.4	12.5	421.4	0	2634	DAP	285	2
Pinjar Zadi	2024	32.5	31.4	Light Black Soil	7.790317533	Summer Maize	Summer	116.6	19	273.6	0	3061	DAP	233	3.2
Pokare	2024	33.6	39	Light Black Soil	7.643483242	Summer Maize	Summer	177.9	14.3	306.7	0	2860	DAP	251	3.86
Pratappur	2024	33.5	34.2	Light Black Soil	7.689376597	Summer Maize	Summer	243.8	14.5	369.9	0	2841	DAP	250	3.64
Punajinagar	2024	34.6	33.7	Mixed Soil	7.513320106	Onion	Summer	195.2	20	481	0	29415	UREA + 19:19:19	165	2.12
Raikot	2024	35.3	33.4	Mixed Soil	7.221142682	Onion	Summer	246.5	13.2	209.4	0	26116	UREA + 19:19:19	202	4.82
Raipur	2024	34.5	39.1	Mixed Soil	7.405153554	Onion	Summer	152.5	18.9	215.4	0	25546	UREA + 19:19:19	171	3.95
Raitel	2024	33.2	35.4	Mixed Soil	8.088338388	Summer Maize	Summer	199.3	19	300.3	0	3092	DAP	226	3.22
Ranjangaon	2024	33.3	32.7	Mixed Soil	6.824468931	Onion	Summer	254.2	11.6	222.5	0	24318	UREA + 19:19:19	211	3.45
Rohan	2024	33	32.6	Mixed Soil	6.997323489	Onion	Summer	245.6	17.4	406.5	0	25393	UREA + 19:19:19	179	2.68
Rohod	2024	35.4	33.6	Mixed Soil	6.878204491	Onion	Summer	187	13.7	445.7	0	26886	UREA + 19:19:19	200	1.99
Rojgaon	2024	33.4	33.8	Mixed Soil	6.869238964	Onion	Summer	259.9	20.4	281.6	0	26941	UREA + 19:19:19	163	2.42
Runmali	2024	32.8	39.8	Mixed Soil	8.254282993	Summer Maize	Summer	218	15.4	227.5	0	2780	DAP	245	4.03
Sakri	2024	32.8	30.4	Mixed Soil	7.996218361	Summer Maize	Summer	283.5	12.1	485.1	0	3200	DAP	263	1.06
Saltek	2024	32.8	34.1	Mixed Soil	7.606095509	Onion	Summer	189.2	12.8	362.6	0	24155	UREA + 19:19:19	205	1.46
Samode	2024	35.3	39.4	Mixed Soil	6.966318073	Onion	Summer	274.6	21	442	0	28557	UREA + 19:19:19	160	1.18
Satarpada	2024	33.4	39.2	Mixed Soil	7.635746988	Onion	Summer	231.8	20.4	454.8	0	26262	UREA + 19:19:19	163	1.16
Satmane	2024	33	39.4	Mixed Soil	7.60490201	Onion	Summer	149.9	17.3	266.4	0	25312	UREA + 19:19:19	180	4.42
Savarimal	2024	33.9	32.3	Mixed Soil	7.094443179	Onion	Summer	297.5	24.2	211.8	0	21308	UREA + 19:19:19	142	3.81
Sayane	2024	34.4	30.8	Mixed Soil	7.537547804	Onion	Summer	290	24.3	372	0	26014	UREA + 19:19:19	141	3.81
Sayyadnagar	2024	32.5	33.6	Mixed Soil	7.477458048	Onion	Summer	241.1	23.9	254.2	0	21325	UREA + 19:19:19	144	2.9
Shelbari	2024	32.6	37.3	Mixed Soil	7.846945167	Summer Maize	Summer	213.6	23.7	210.2	0	2992	DAP	200	1.39
Shenpur	2024	33.6	30	Mixed Soil	7.879659206	Summer Maize	Summer	239.5	14.5	477.3	0	2743	DAP	250	2.97
Shenwad	2024	33.3	39.8	Mixed Soil	6.877016817	Onion	Summer	294.2	24.2	342.3	0	26844	UREA + 19:19:19	142	2.89
Shewadi	2024	33.1	31.7	Mixed Soil	7.436841445	Onion	Summer	272.4	22.7	295.7	0	22180	UREA + 19:19:19	150	1.69
Shewage	2024	35.4	33.1	Mixed Soil	7.863961857	Summer Maize	Summer	265.8	10.6	378.9	0	3062	DAP	272	2.74
Shewali D	2024	33.3	35.4	Mixed Soil	7.65533164	Summer Maize	Summer	146	11.8	223.1	0	3706	DAP	265	2.59
Shirsole	2024	33.4	33.2	Mixed Soil	8.25603273	Summer Maize	Summer	239.3	15.1	417.4	0	2822	DAP	247	3.46
Shiv	2024	33.8	39.6	Mixed Soil	7.919779174	Summer Maize	Summer	113.1	14.7	361.8	0	3210	DAP	264	3.54
Shivajinagar	2024	34.6	31	Mixed Soil	7.076988526	Onion	Summer	258.1	14.8	387.8	0	24225	UREA + 19:19:19	194	1.18
Shivarimal	2024	34	32.8	Mixed Soil	6.919966871	Onion	Summer	277.2	19.2	269.9	0	20374	UREA + 19:19:19	169	2.5
Sinbun	2024	33	35	Mixed Soil	7.892112773	Summer Maize	Summer	104.9	23.1	206.4	0	3575	DAP	236	3.5
Sitarampur	2024	33.5	31.5	Mixed Soil	6.845069228	Onion	Summer	274.9	17.9	481.7	0	20863	UREA + 19:19:19	177	3.01
Sukapur	2024	34.8	34.4	Mixed Soil	7.795818488	Summer Maize	Summer	259.8	25	305.2	0	3167	DAP	192	4.43
Surpan	2024	33.6	35.7	Mixed Soil	8.39839141	Summer Maize	Summer	253.4	16	344	0	3278	DAP	242	3.63
Sutare	2024	33	32.4	Mixed Soil	7.778306102	Summer Maize	Summer	225.5	23.1	495.2	0	3364	DAP	203	1.65
Tamaswadi	2024	33.3	34.1	Light Black Soil	7.510535941	Onion	Summer	241.2	11.2	225.5	0	26811	UREA + 19:19:19	213	3.44
Tembhe Pr Bhamer	2024	35.5	37.4	Mixed Soil	7.893589971	Summer Maize	Summer	253.7	16.3	326.4	0	2884	DAP	240	1.28
Tembhe Pr Warse	2024	34	37.4	Mixed Soil	7.579029914	Onion	Summer	247.5	13.6	233.1	0	20296	UREA + 19:19:19	200	3.57
Titane	2024	35.1	36.2	Light Black Soil	7.636493431	Summer Maize	Summer	170.9	14.3	288.9	0	3486	DAP	251	1.11
Torankudi	2024	32.6	34.8	Light Black Soil	7.953171847	Summer Maize	Summer	146.7	10.6	205.4	0	3246	DAP	272	3.34
Ubhand	2024	34.3	31.1	Light Black Soil	7.50888211	Onion	Summer	255.4	18.4	327.3	0	28227	UREA + 19:19:19	174	4.63
Ubharandi	2024	34.3	39.4	Light Black Soil	7.968952451	Summer Maize	Summer	297.5	16.4	315.3	0	3611	DAP	240	4.76
Umarpata	2024	33.1	38.7	Light Black Soil	7.924280514	Summer Maize	Summer	235.9	13.3	485	0	3639	DAP	257	3.3
Umbhare	2024	34.4	33.4	Mixed Soil	7.132844929	Onion	Summer	257.3	11.3	325.3	0	24857	UREA + 19:19:19	213	2.55
Umbharti	2024	33.3	31.5	Light Black Soil	7.255489041	Onion	Summer	275.8	24.2	340.2	0	23403	UREA + 19:19:19	142	3.57
Vajadare	2024	34.9	37.1	Light Black Soil	7.280622401	Onion	Summer	222.7	12.5	497.4	0	27799	UREA + 19:19:19	206	2.83
Valwhe	2024	33.5	39.7	Light Black Soil	7.214577461	Onion	Summer	146.3	24.1	394.9	0	24532	UREA + 19:19:19	151	3.18
Vardadi	2024	33.2	39.5	Light Black Soil	7.275554369	Onion	Summer	221.5	17.7	269.2	0	21961	UREA + 19:19:19	178	4.77
Vardharne	2024	33.8	37	Light Black Soil	7.746405419	Summer Maize	Summer	135.3	13.3	255.9	0	3654	DAP	257	2.54
Varsus	2024	34.8	36.2	Light Black Soil	7.256950919	Onion	Summer	255.9	15.3	217.4	0	28673	UREA + 19:19:19	191	4.84
Vaskhedi	2024	34.3	31.5	Light Black Soil	7.455180504	Onion	Summer	293.8	23.3	478.3	0	24677	UREA + 19:19:19	147	4.62
Vasmar	2024	34.9	31.7	Light Black Soil	7.875900249	Summer Maize	Summer	299	12.6	318.9	0	2657	DAP	261	1.78
Vehergaon	2024	32.7	32.5	Light Black Soil	7.218617549	Onion	Summer	251.6	20.4	246.2	0	23923	UREA + 19:19:19	163	1.28
Vihirgaon	2024	35.3	36.4	Light Black Soil	7.851574786	Summer Maize	Summer	263.2	13.4	267.1	0	3589	DAP	256	1.4
Virkhel	2024	33.3	33.8	Light Black Soil	7.42548382	Onion	Summer	207.4	18.9	374	0	28857	UREA + 19:19:19	171	1.07
Vitai	2024	33.5	39.4	Light Black Soil	7.294531862	Onion	Summer	118.3	23.2	279.7	0	22153	UREA + 19:19:19	217	1.38
Vitawe	2024	33.7	38.3	Light Black Soil	7.757389732	Summer Maize	Summer	125.9	23.3	486.7	0	2646	DAP	202	3.73
Waki	2024	34.4	36.1	Light Black Soil	7.703154277	Summer Maize	Summer	272.4	22.1	396.6	0	3683	DAP	208	1.28
Warse	2024	34.6	35.2	Mixed Soil	8.291702423	Summer Maize	Summer	210.2	11.3	322.5	0	3058	DAP	268	2.28
Zanzale	2024	32.7	37.6	Light Black Soil	7.788056835	Summer Maize	Summer	174.5	13.9	417	0	3253	DAP	254	4.38
Zirani	2024	32.5	31.6	Light Black Soil	7.842784744	Summer Maize	Summer	199.2	11.2	266.1	0	3799	DAP	268	1.09
Abhanpur Kh	2024	33.9	36.7	Mixed Soil	7.279458773	Onion	Summer	236.7	11.1	455.4	0	20839	UREA + 19:19:19	214	4.26
Adhe	2024	33.3	33.9	Deep Black Soil	7.141951635	Sugarcane	Summer	199	17.2	377.7	0	105933	UREA + MOP + 10:26:26	705	2.13
Ahilyapur	2024	34.4	37.8	Deep Black Soil	7.600491801	Summer Maize	Summer	264.9	15.2	403.4	0	2655	DAP	246	1.47
Ajanad	2024	32.8	30.8	Deep Black Soil	7.645467791	Onion	Summer	213.1	14	463.6	0	23805	UREA + 19:19:19	198	3.79
Ajande Bk	2024	35.5	30.5	Mixed Soil	8.483858741	Onion	Summer	259.5	19.9	455.2	0	27917	UREA + 19:19:19	166	3.52
